Sr No, Blood Bank Name, State, District, City, Address, Website, Qualification Nodal Officer, Category, Blood Component Available, Apheresis, Service Time, Latitude, Longitude
2481,Sharda Hospital Blood Bank,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Greater Noida,"Plot No. 32-34, Knowledge Park-III",http://www.shardahospital.org/,,Private,,,24x7,28.474444,77.4827
2482,Kailash Hospital Llimited,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Greater Noida," A unit of Kailash Group of Hospitals Limited, 23 KP-1, NEAR PARI CHOWK",http://khlbloodbank@gmail.com,,Private,YES,YES,24x7,28.577474,77.331606
2483,Shri Krishna Life Line Hospital Blood Bank ,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Greater Noida,"NH-22D, Sector Tau Swarn Nagri, Greater Noida, Gautam Buddha Nagar",,,Private,YES,NO,,28.460872,77.532452
2484,Kailash Hospital and Heart Institute ,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Noida,"A Unit of Kailash Healthcare Limited, H-33, Sector-27, Noida",http://www.kailashhealthcare.com/,,Private,,,24x7,28.577472,77.331603
2485,Metro Hospital and Heart Institute,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Noida,"X-1, Sector -12",,"MBBS, MD",Private,YES,YES,24x7,28.597462,77.338017
2486,Prayag Hospital and Research Centre,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Noida,"J-206/A-01, Sector-41",,,Private,,,,28.563602,77.365447
2487,Prakash Hospital Blood Bank,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Noida,"D-12, 12-A, 12-B, Sector-33",,,Private,YES,,24x7,28.58564,77.34952
2488,Rotary Noida Research and Social Welfare Trust Blood Bank,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Noida,"E-2, IMA House, Sector-31, Nithari",http://www.rotarynoidabloodbank.org,,Private,NO,,24 x 7,28.576931,77.339491
2489,Dr. Bhimrao Ambedkar Multi Specialty Hospital Blood Bank,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Noida,Sector-30,,MD (Pathology),Private,NO,NO,24x7,28.576565,77.33745
2490,Yatharth Wellness Super Speciality Hospital and Heart Care Blood Bank,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Noida,"NH-01, Sector-110",,,Private,YES,,24x7,28.532064,77.384568
2491,Jaypee Hospital Blood Bank,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Noida,"A Unit of Jaypee Healthcare Limited, Sector-128",http://www.jaypeehealthcare.com,,Private,YES,YES,24x7,28.515258,77.371495
2492,Modern Pathology and Blood Bank,Uttar Pradesh,GHAZIABAD,Ghaziabad,"SA-96, Shastri Nagar",,MD (Pathology),Private,NO,NO,24x7,0.0,0.0
2493,Santosh Medical and Dental College,Uttar Pradesh,GHAZIABAD,Ghaziabad,Kushinagar,http://www.santoshuniversity.com/,,Private,,,24x7,28.670024,77.432342
2494,"MMG, District Hospital Blood Bank",Uttar Pradesh,GHAZIABAD,Ghaziabad,"MMG, District Hospital Ghaziabad",,MBBS,Government,YES,NO,24x7,28.662528,77.42361
2495,Yashoda Hospital and Research,Uttar Pradesh,GHAZIABAD,Ghaziabad,3rd M Nehru Nagar ,,,Private,YES,YES,24X7,28.66037,77.442026
2496,Life Line Blood Bank,Uttar Pradesh,GHAZIABAD,Ghaziabad,"Life Line Blood Bank 3rd B2 Nehru Nagar
",,MD (Pathology),Private,YES,YES,24x7,28.669238,77.440304
2497,"Yashoda Hospital and Research Centre Limited, Kaushambi",Uttar Pradesh,GHAZIABAD,Ghaziabad,"H-1, Kaushambi, Near Dabur Chowk, Ghaziabad",http://yashodahospital.org/,MD (Pathologist ),Private,YES,YES,24x7,28.659996,77.438403
2498,Lok Priya Hospital Blood Bank,Uttar Pradesh,GHAZIABAD,Ghaziabad," G.T. Road, Modinagar",,,Private,,,24x7,28.968368,77.730589
2499,"Pushpanjali Crossley Hospital (Max Superspeciality Hospital, Vaishali)",Uttar Pradesh,GHAZIABAD,Ghaziabad,"W-3, Sector-I, Vaishali",,"MBBS, DCP",Private,YES,YES,24x7,28.634769,77.333007
2500,M/s Shanti Gopal Hospital Blood Bank,Uttar Pradesh,GHAZIABAD,Ghaziabad,"Plot No. NH-1, Ahinsa Khand-II, Indrapuram",,MD (Pathology),Private,YES,YES,24x7,28.641918,77.379325
2501,Divya Joyati Institute Of Medical Science & Research,Uttar Pradesh,GHAZIABAD,Ghaziabad,"Niwari Road, Road, Modinagar
",,,Private,NO,NO,,28.830657,77.570159
2502,Family Health Care Hospital Blood Bank,Uttar Pradesh,GHAZIABAD,Ghaziabad,"15-H.C. -1 Vasundhara, Gaziabad, Uttar Pradesh",http://www.familyhealthcare.nic.in,"DNB, MD, MEDICINE",Private,YES,YES,24x7,28.652652,77.360171
2503,Atlanta Mediworld Multispeciality Hospital,Uttar Pradesh,GHAZIABAD,Ghaziabad,"NH-1, Sector-14, Vasundhara",,,Private,YES,NO,,28.657847,77.360777
2504,Idst Mayo Hospital Blood Bank,Uttar Pradesh,GHAZIABAD,Ghaziabad,"Delhi Meerut Road, Nh-58, Kadrabad, Modinagar",,,Private,NO,,,0.0,0.0
2505,Bhagwan Buddha Charitable Blood Bank,Uttar Pradesh,GHAZIABAD,Ghaziabad,"1St Floor, Central Market Sector 2B Vasundhara Ghaziabad",,,Charity,YES,YES,24hrs,0.0,0.0
2506,Dev Nandani Hospital Blood Bank,Uttar Pradesh,GHAZIABAD,Hapur,"Near Railway Crossing, Garh Road",,,Private,,,24x7,28.728814,77.792219
2507,Rama Medical College and Research Centre Blood Bank ,Uttar Pradesh,GHAZIABAD,Hapur,"Run by Rama Educational Society, Rama Delhi NH-24 [38km milestone] Hapur",,MD (Pathology),Private,YES,YES,24x7,28.69787,77.607979
2508,Narinder Mohan Hospital and Heart Centre,Uttar Pradesh,GHAZIABAD,Mohan Nagar,"Mohan Nagar, Ghaziabad.
",http://www.narindermohanhospital.net,MD (Pathology),Private,YES,YES,24x7,28.666671,77.439269
2509,District Hospital Blood Bank,Uttar Pradesh,GHAZIPUR,Ghazipur,"District Hospital, Gazipur
",,MD Medicine,Government,NO,NO,8 AM to 7 PM,25.582008,83.582114
2510,District Hospital Blood Bank,Uttar Pradesh,GONDA,Gonda,Balrampur,,,Government,,,,27.409813,82.192774
2511,S.M. Medicare Private Limited,Uttar Pradesh,GORAKHPUR,Gorakhpur,"229 Betiahata , Gorakhpur",,M.B.B.S.,Private,NO,NO,24 Hours,0.0,0.0
2512,City Blood Bank,Uttar Pradesh,GORAKHPUR,Gorakhpur,"Pratibha Complex,  Infront of Jubilee Inter School, Jublee Nagar ",,,Private,YES,NO,24x7,26.753844,83.364532
2513,Air Force Hospital Blood Bank,Uttar Pradesh,GORAKHPUR,Gorakhpur,Maharajganj,,,Government,,,,26.759066,83.420833
2514,District Hospital Blood Bank,Uttar Pradesh,GORAKHPUR,Gorakhpur,Bareilly,,,Government,,,,0.0,0.0
2515,Nehru Hospital and B.R.D. Medical College,Uttar Pradesh,GORAKHPUR,Gorakhpur,Gorakhpur,,,Government,,,,26.813424,83.400296
2516,Guru Shri Gorakhnath Chikitsalaya Blood Bank,Uttar Pradesh,GORAKHPUR,Gorakhpur, Gorakhnath Mandir,,PGDMLT,Private,YES,YES,24x7,26.776322,83.357794
2517,Fatima Hospital Blood Bank,Uttar Pradesh,GORAKHPUR,Gorakhpur,Padri Bazar,http://www.fatimahospitalgkp.com,,Private,NO,NO,24x7,26.787217,83.400142
2518,Savitri Blood Bank and Component Centre,Uttar Pradesh,GORAKHPUR,Gorakhpur,"Savitri Hospital Campus, Dilezakpur, Cinema Road
",,MD (Pathology),Private,YES,NO,12 AM to 7 PM,26.758493,83.364814
2519,Shree Lakhan Sewa Kailashi Chairitable Blood Bank,Uttar Pradesh,GORAKHPUR,Gorakhpur,Near Patna Chauraha Barhalganj,,,Charity,YES,2,,0.0,0.0
2520,District Hospital Blood Bank,Uttar Pradesh,HAMIRPUR,Hamirpur,Sitapur,,,Government,,,24x7,0.0,0.0
2521,Saraswathi Institute of Medical Science,Uttar Pradesh,HAPUR,Hapur,"NH-24, Anwarpur Pilkhuwa",,,Private,YES,NO,,28.713701,77.692994
2522,G S Medical College & Hospital  Blood Bank,Uttar Pradesh,HAPUR,Pilkhuwa,"Village-Peeplabandpur, NH-24 ",,,Private,YES,2,,0.0,0.0
2523,District Hospital Blood Bank,Uttar Pradesh,HARDOI,Hardoi,Gorakhpur,,,Government,,,,27.395757,80.134659
2524,Bagla Combined District Hospital Blood Bank,Uttar Pradesh,HATHRAS,Hathras,,,,Government,,,,27.599857,78.049858
2525,Government Medical College and Hospital Blood Bank,Uttar Pradesh,JALAUN,Orai,"Government Medical College and Hospital, Orai",,,Government,,,24x7,25.999845,79.473401
2526,District Hospital Blood Bank,Uttar Pradesh,JAUNPUR,Jaunpur,Ghaziabad,,,Government,,,24x7,25.759674,82.696747
2527,M/s Isha Hospital Blood Bank,Uttar Pradesh,JAUNPUR,Jaunpur,Haribandhanpur Parav,,,Private,,,,25.733137,82.672548
2528,Krishna Hart Care & Maternity Home,Uttar Pradesh,JAUNPUR,Jaunpur,"Umarpur, Haribandhanpur
",,,Private,NO,NO,,0.0,0.0
2529,Sant Diagnostic Centre and Blood Bank,Uttar Pradesh,JHANSI,Jhansi,"25/1A, Sant Bhawan, Opposite to MLB Medical College, Between Gate no -1 & 2, Kanpur Road Jhansi",http://bloodbank.nhp.gov.in/,MD (Pathology),Private,NO,NO,24x7,25.45845516,78.61560658
2530,MLB Medical College and Hospital,Uttar Pradesh,JHANSI,Jhansi,"Bundelkhand University,
Jhansi.",http://mlbmcj.in/,MD (Pathology),Government,YES,NO,24x7,25.459045,78.615934
2531,District Hospital Blood Bank,Uttar Pradesh,JHANSI,Jhansi,"Shivpuri Road, Rajghat Colony, Jhansi.",,,Government,NO,,24x7,25.457843,78.57868
2532,St. Judes Hospital Blood Bank,Uttar Pradesh,JHANSI,Jhansi,"St. Judes Hospital Campus,
 Sipri, Jhansi",,M.B.B.S.;D.C.P. (Pathology),Charity,NO,NO,24 X 7,25.462874,78.547451
2533,"Life Line Blood Bank, Military Hospital",Uttar Pradesh,JHANSI,Jhansi,Military Hospital Jhansi,,,Government,,,24x7,0.0,0.0
2534,Gaurav Diagnostic Center and Blood Bank,Uttar Pradesh,JHANSI,Jhansi,"Opposite Gate No:1, MLB Medical Collage, Jhansi",,,Private,,,24x7,0.0,0.0
2535,Nirmal Hospital Blood Bank,Uttar Pradesh,JHANSI,Jhansi,Opposite Medical College Gate No.-03,,,,,,,25.460278,78.617827
2536,Parakh Voluntary Blood Bank ,Uttar Pradesh,JHANSI,Jhansi,"Run by Samagra Vikash Jan Kalyan Samiti, Karguawaji Road, Opposite Gate No.-2",,MD ( Pathology),Charity,YES,YES,24x7,25.458336,78.616978
2537,Combined District Hospital Blood Bank,Uttar Pradesh,KANNAUJ,Kannauj,"Combined District Hospital, Kannauj",,,Government,NO,NO,12x7,27.118091,79.712484
2538,B.S.D.B.A. Government Medical College and Hospital,Uttar Pradesh,KANNAUJ,Kannauj,"Tirwa - Kannauj Road, Tirwa, NH 91A, Nunari
",,,Government,YES,NO,24x7,26.963334,79.792236
2539,Combined District Hospital (M) Blood Bank,Uttar Pradesh,KANPUR DEHAT,Akbarpur,"Akbarpur, Kanpur Dehat ",,,Government,NO,,24x7,26.380489,26.380489
2540,Mariampur Hospital and Blood Bank,Uttar Pradesh,KANPUR NAGAR,Kanpur,Shastri Nagar,http://mariampurhospital.com/,,Private,NO,NO,24x7,26.465207,80.305556
2541,Life Line Blood Bank,Uttar Pradesh,KANPUR NAGAR,Kanpur," B-1, Sarvoday Nagar",,,Private,NO,,8AM to 7PM,26.479559,80.299895
2542,Regency Hospital Limited,Uttar Pradesh,KANPUR NAGAR,Kanpur," A-2, Sarvodaya Nagar",http://www.regencyhospital.in/,"MBBS,MD",Private,YES,NO,24 hr,26.479223,80.316263
2543,GSVM Medical College Blood Bank,Uttar Pradesh,KANPUR NAGAR,Kanpur,"Swaroop Nagar, Kanpur",http://www.gsvmmedicalcollege.com/,MD (Pathology),Government,YES,YES,24x7,26.481102,80.307684
2544,Sanjeevani Blood Bank,Uttar Pradesh,KANPUR NAGAR,Kanpur," 117/O 461 ,Geeta Nagar, Kanpur",,,Private,NO,,24x7,26.486118,80.290276
2545,Sneh Pathology X-ray and Blood Bank,Uttar Pradesh,KANPUR NAGAR,Kanpur,"133/10, O-Block, Kidwai Nagar",,MD Pathology,Private,YES,,24x7,26.439394,80.33679
2546,"UHM, District Hospital",Uttar Pradesh,KANPUR NAGAR,Kanpur,"Shop No. 30/01, Mall Rd, Bada Chouraha, Parade Chouraha, Parade, Kanpur",,MD (Pathology),Government,YES,,24x7,26.474045,80.346099
2547,Air Force Hospital,Uttar Pradesh,KANPUR NAGAR,Kanpur," Nathu Singh Road, Saharanpur",,,Government,,,24x7,26.446739,80.375727
2548,CLM Hospital and Blood Bank,Uttar Pradesh,KANPUR NAGAR,Kanpur,"121/625, Industrial Estate, Shastri Nagar",,,Private,,,24x7,26.463772,80.296612
2549,Sai Blood Bank,Uttar Pradesh,KANPUR NAGAR,Kanpur,"N-2, Kidwai Nagar",,,Private,,,,26.433311,80.322243
2550,Rama Medical College Hospital and Research Centre,Uttar Pradesh,KANPUR NAGAR,Kanpur,"Rama Medical College Hospital & Research Centre,
Blood Bank, GT Road, Mandhana, Kanpur",http://www.ramamedicare.com,,Private,YES,NO,24x7,26.567295,80.220837
2551,LPS Institute of Cardiology,Uttar Pradesh,KANPUR NAGAR,Kanpur,"Mall Road, Sarvodaya Nagar",,,Government,,,24x7,26.481154,80.303811
2552,Tulsi Hospital Limited,Uttar Pradesh,KANPUR NAGAR,Kanpur,"14/116-A, Civil Lines",,,Private,,,24x7,26.479826,80.344033
2553,Krishna Super Speciality Hospital ,Uttar Pradesh,KANPUR NAGAR,Kanpur,"A Unit of Gita Healthcare Private Limited, 363, Harrisganj, Near Tatmil Chauraha",http://www.krishna-hospital.com,"MBBS, MD(Pathology)",Private,YES,NO,24x7,26.448475,80.344084
2554,Mayanjali Charitable Blood Bank ,Uttar Pradesh,KANPUR NAGAR,Kanpur,"14/113, Padam Towers, Civil Lines, Kanpur",,,Charity,YES,NO,,0.0,0.0
2555,Madhulok Hospital,Uttar Pradesh,KANPUR NAGAR,Kanpur,"628,K-Block Kidwai Nagar ",,,Private,NO,NO,,0.0,0.0
2556,SPM Hospital Research and Trauma Centre Blood Bank,Uttar Pradesh,KANPUR NAGAR,Kanpur Nagar," A Unit of Tyco Hospitals Private Ltimited, C-48, Kalyanpur",http://www.spmhospital.com,MD (Pathology),Private,YES,NO,24x7,26.501131,80.257486
2557,District Hospital,Uttar Pradesh,Kasganj,Kanshi Ram Nagar,"Mathura-Bareilly Road, Opposite Birla Hospital, Kashganj",,,Government,,,,0.0,0.0
2558,Combined District Hospital,Uttar Pradesh,KAUSHAMBI,Kaushambi,Manjhanpur,,,Government,,,,25.361049,81.403171
2559,Joint District Hospital,Uttar Pradesh,Kushinagar,Kushinagar,,,,Government,,,,0.0,0.0
2560,District Hospital,Uttar Pradesh,Lakhimpur Kheri,Lakhimpur Khiri,Auriya,,,Government,,,,27.945898,80.784474
2561,District Hospital,Uttar Pradesh,LALITPUR,Lalitpur,Chitrakoot,,,Government,,,,24.696225,78.412323
2562,Dr. Shankuntala Misra Blood Bank,Uttar Pradesh,LUCKNOW,Bijnore,"Plot No. 463/1, Village Anaura
",,,Private,NO,NO,,0.0,0.0
2563,Career Institute of Medical Sciences and Hospital Blood Bank ,Uttar Pradesh,LUCKNOW,Ghailla,"A Unit of Career Convent Education and Charitable Trust, Sitapur-Hardoi Bypass Road, Near IIM",,,Private,,,,26.91543,80.909715
2564,Indira Diagnostic and Blood Bank Limited,Uttar Pradesh,LUCKNOW,Lucknow," Sanjay Gandhi Puram, Faizabad Road",,,Private,,,,26.870091,80.971582
2565,Sanjay Gandhi Post-Graduate Institute (SGPGI),Uttar Pradesh,LUCKNOW,Lucknow,"Department of Transfusion Medicine, Sanjay Gandhi Postgraduate Institute of Medical Sciences, Rae Bareli Road",http://www.sgpgi.ac.in/,,Government,YES,YES,,26.742135,80.945981
2566,Sh. Chattrapati Shivaji Maharaj Chikitsalaya University,Uttar Pradesh,LUCKNOW,Lucknow,"KGMU, Lucknow",http://www.transfusionmed.info/,,Government,,,,26.813839,80.904558
2567,Balrampur Hospital Blood Bank,Uttar Pradesh,LUCKNOW,Lucknow,"Balrampur Hospital, Chakbast Road, Qaiserbagh, Lucknow, Uttar Pradesh",,,Government,,,24x7,26.856601,80.926431
2568,Command Hospital Blood Bank,Uttar Pradesh,LUCKNOW,Lucknow,Faizabad,,,Government,,,24x7,26.81745,80.940818
2569,Dr. Shyama Prasad Mukharjee Civil Hospital,Uttar Pradesh,LUCKNOW,Lucknow,Gorakhpur,,,Government,,,24x7,26.844593,80.948999
2570,Vivekanand Polyclinic and Institute of Medical Sciences,Uttar Pradesh,LUCKNOW,Lucknow,Vrindaban,,,Government,,,24x7,26.875283,80.942804
2571,Kohli Blood Bank and Components Private limited,Uttar Pradesh,LUCKNOW,Lucknow,"2nd Floor, A-Block, Kanchan Market, Chowk",,,Private,,,24x7,26.865274,80.911431
2572,Eras Medical College and Hospital Blood Bank,Uttar Pradesh,LUCKNOW,Lucknow,"Sarfaraj Ganj, Musabag, Picnic Spot-Hardoi Road",http://www.elmcindia.org/,,Private,,,24x7,26.878389,80.872448
2573,Shekhar Hospital Private Limited Blood Bank,Uttar Pradesh,LUCKNOW,Lucknow,"B Block, Church Road, Indira Nagar, Lucknow",,,Private,YES,YES,,26.876188,80.985528
2574,Nidan Diagnostic Centre and Blood Bank,Uttar Pradesh,LUCKNOW,Lucknow,"4/31, Captan Manoj Pandey Chauraha, Vivek Khand, Gomti Nagar",,,Private,,,12AM to 7PM,26.854084,80.995132
2575,Dr Ram Manohar Lohia Institute of Medical Sciences,Uttar Pradesh,LUCKNOW,Lucknow,Gomati Nagar,,,Government,,,24x7,26.86889,80.999691
2576,St. Joseph Hospital Blood Bank,Uttar Pradesh,LUCKNOW,Lucknow,"Vishal Khand-5, Gomti Nagar",,,Charity,YES,,8AM to 4PM,26.854293,80.991967
2577,B.N.K. Hospital Blood Bank,Uttar Pradesh,LUCKNOW,Lucknow,"B-1/196 Nirala Nagar, Lucknow",http://www.nhp.gov.in/cms/naco_admin/update-bloodbank.php?,,Private,NO,NO,24 Hours,26.879585,80.932757
2578,Lucknow Nursing Home Association Blood Bank,Uttar Pradesh,LUCKNOW,Lucknow,"c 228, Officers Colony, Nirala Nagar",,,Charity,YES,NO,24x7,26.878474,80.938496
2579,Sahara Hospital Blood Bank,Uttar Pradesh,LUCKNOW,Lucknow,"Viraj Khand, Gomati Nagar",http://www.saharahospitals.com,MD TRANSFUSION MEDICINE,Private,YES,YES,24x7,26.850106,81.023867
2580,Divine Heart Hospital and Research Centre Blood Bank,Uttar Pradesh,LUCKNOW,Lucknow,"Viraj Khand, Institutional Area - 5, Gomti Nagar",http://www.divinehearthospital.com/,,Private,,,,26.859198,81.023215
2581,Nova Hospital Limited,Uttar Pradesh,LUCKNOW,Lucknow,"Patrakarpuram Crossing Vikash Khand-1,Gomti Nagar",,,Private,,,24x7,26.850001,80.983334
2582,Fatima Hospital Blood bank,Uttar Pradesh,LUCKNOW,Lucknow," 35-C, Mahanagar Colony",,MD (Pathology),Charity,NO,NO,24x7,26.871551,80.952133
2583,Dr O P Choudhery Hospital Blood Bank,Uttar Pradesh,LUCKNOW,Lucknow,"Chaudhary Vihar, Raibarely Road",http://www.dropchaudharyhospital.com/,,Private,,,24x7,26.785201,80.973148
2584,Integral Institute of Medical Sciences and Research Blood Bank,Uttar Pradesh,LUCKNOW,Lucknow,"Kursi Road, Lucknow",,,Private,,,24x7,26.957942,81.002588
2585,Medison Hospital Private Limited Blood Bank,Uttar Pradesh,LUCKNOW,Lucknow,"Medison Hospital & Blood Bank, UGF,D3 Durgapuram Colony Sector 13 VikasNagar, Near Goel Motors,Near Tedhi Pulia,Ring Road",http://www.medisonhospital.com/,,Private,YES,YES,24x7,26.90491,80.959052
2586,Fehmina Hospital and Blood Bank,Uttar Pradesh,LUCKNOW,Lucknow,"Victoriaganaj, Near Sunni Inter College, Tulsidas marg",http:/www.fehminahospital.com,DIRECTOR,Private,YES,YES,24x7,26.854943,80.90488
2587,GCRG Memorial Hospital & Charitable Blood Bank,Uttar Pradesh,LUCKNOW,Lucknow,"Village-Parvatpur, Chandrika Devi Road, Bakshi Ka Talab",,,Private,NO,NO,,26.842776,80.949164
2588,M.C. Saxena College of Medical Sciences Charitable Blood Bank,Uttar Pradesh,LUCKNOW,Lucknow,"668, Saitha, IIM Dubagga Bypass, Mall Road
",,,Private,NO,NO,,0.0,0.0
2589,Charak Hospital and Research Center Blood Bank,Uttar Pradesh,LUCKNOW,Lucknow,"Dubagga Hardoi Road, Lucknow",,,Private,NO,NO,,26.872555,80.871172
2590,Prasad Institute Of Medical Sciences,Uttar Pradesh,LUCKNOW,Lucknow,"Shahjadi, Banthara, Kanpur Road",,,Charity,YES,2,,0.0,0.0
2591,Combined District Hospital,Uttar Pradesh,MAHARAJGANJ,Maharajganj,,,,Government,,,,0.0,0.0
2592,District Hospital,Uttar Pradesh,MAHOBA,Mahoba,"Makaniya Purva, Mahoba",,,Government,,,,25.293146,79.88485
2593,District Hospital Blood Bank,Uttar Pradesh,MAINPURI,Mainpuri,Ghaziabad,,,Government,,,24x7,0.0,0.0
2594,Agrawal Life Line Hospital and Trauma Centre Blood Bank,Uttar Pradesh,MATHURA,Aurangabad,"Kamdhenu Nagar, Agra Road",,,Private,,,24x7,27.435244,77.701066
2595,K.D. Medical College Hospital & Research Centre Blood Bank,Uttar Pradesh,MATHURA,Chhatta," 24 KM Mile Stone, Mathura-Delhi Road, NH-2, Post-Akbarpur
",,,Private,NO,NO,,27.650459,77.549915
2596,District Hospital Blood Bank,Uttar Pradesh,MATHURA,Mathura,Etah,,,Government,,,24x7,25.351229,82.986065
2597,Sadbhawna Charitable Blood Bank,Uttar Pradesh,MATHURA,Mathura,"3, Chandra Lok Colony, Goverdhan Chauraha, NH-2",,,Charity,YES,YES,24x7,0.0,0.0
2598,"Rotary Blood Bank, Rotary Point",Uttar Pradesh,MATHURA,Mathura,"Near Alwar Railway Bridge, Delhi-mathura NH-2",,M.B.B.S. M.S.,Charity,NO,NO,,27.5117922,77.654894
2599,Nayati Blood Bank,Uttar Pradesh,MATHURA,Mathura,"Nayati Multi Super Specialty Hospital, Awagarh Farm, NH-2",,,Charity,YES,2,,0.0,0.0
2600,Krishna Mohan Hosp,Uttar Pradesh,MATHURA,Mathura,Pali Dungra Sonkh Road,,,Private,NO,NO,,0.0,0.0
2601,Ramakrishna Mission Sevashrama ,Uttar Pradesh,MATHURA,Vrindaban,"Swami Vivekananda Road, Near Anandmayee Maa Temple, Mathura, Vrindaban",,,Private,,,,27.571999,77.694371
2602,Fatima Hospital Blood Bank,Uttar Pradesh,MAU,Mau,"Fatima Hospital, Chandmari Imiliya Road, Maunathbhanjan, Mau",http://www.nhp.gov.in,MBBS (MD),Charity,NO,NO,24x7,25.923014,83.570215
2603,Combined District Hospital,Uttar Pradesh,MAU,Mau,Munshi Pura,,,Government,,,,25.921403,83.563806
2604,Kailashi Super Speciality Hospital,Uttar Pradesh,MEERUT,,"C - 2, Shardhapuri, Phase-2, Kanker kheda",,,Private,YES,,,0.0,0.0
2605,Military Hospital,Uttar Pradesh,MEERUT,Meerut,Pratapgarh,,,Government,,,24x7,28.987584,77.689042
2606,Lokpriya Hospital Blood Bank,Uttar Pradesh,MEERUT,Meerut,"Samrat Palace, Garh Road",,MD (Pathology),Private,YES,YES,24x7,28.968374,77.730585
2607,SVBP Hospital Blood Bank,Uttar Pradesh,MEERUT,Meerut,LLRM Medical College Campus,,,Government,,,,28.958429,77.753433
2608,P.L. Sharma Hospital Blood Bank,Uttar Pradesh,MEERUT,Meerut,Jali Kothi,,,Government,,,24x7,28.98213,77.699779
2609,Subharti Hospital Blood Bank,Uttar Pradesh,MEERUT,Meerut, Meerut by Pass Road,http://www.subharti.com/,MD (Pathology),Charity,YES,YES,24x7,28.961414,77.638197
2610,Sanjeevani Blood Bank,Uttar Pradesh,MEERUT,Meerut,"644, Bhagpat Road",,,Private,,,24x7,28.972402,77.687042
2611,Kamana Hospital and Research Centre,Uttar Pradesh,MEERUT,Meerut," A Unit of Kamna Medical Centre Private Limited, 187, Bagpat Road",,,Private,,,24x7,0.0,0.0
2612,Anand Hospital Blood Bank,Uttar Pradesh,MEERUT,Meerut," A-1, Damodar Colony, Garh Road",,,Private,,,24x7,28.96181,77.746366
2613,Jaswant Rai Specialty Hospital Blood Bank,Uttar Pradesh,MEERUT,Meerut,"Opposite Sports Stadium, Civil Lines, Mawana Road",,,Private,,,,28.991297,77.72323
2614,Vadhava Blood Bank ,Uttar Pradesh,MEERUT,Meerut,Meerut,,,Private,,,24x7,28.961817,77.755222
2615,Krilashi Super Specialty Hospital Blood Bank,Uttar Pradesh,MEERUT,Meerut,"C-2, Shardhapur, Phase-II, Kankerkheda, Meerut",,,Private,,,,0.0,0.0
2616,Radha Govind Hospital Blood Bank,Uttar Pradesh,MEERUT,Meerut,"Radha Govind Institute Of Medical Sciences,Anuyogipuram, Garh Road",,,Private,NO,2,,0.0,0.0
2617,SDS Global Super Speciality Hospital,Uttar Pradesh,MEERUT,Meerut,"120/122, Nh-58, Modipuram, Opp. Agriculture University",,,Private,YES,2,,0.0,0.0
2618,District Hospital Blood Bank,Uttar Pradesh,MIRZAPUR,Mirzapur,Sultanpur,,,Government,,,24X7,25.154094,82.577234
2619,Pt. Deen Dayal Upadhaya Combined District Hospital,Uttar Pradesh,MORADABAD,Moradabad,"Civil Lines
Moradabad, Uttar Pradesh ",,,Government,,,24x7,28.848179,78.765907
