Sr No, Blood Bank Name, State,Pincode, Contact No, Mobile, Helpline, Fax, Email, Website, Email Nodal Officer, Category, Apheresis, License #, Date License Obtained, Date of Renewal, Latitude, Longitude
2178,Doctors Blood Bank and Research Centre ,Tamil Nadu,620003,0431 274004,,,,,,,Charity,NO,,,,0.0,0.0
2179,Chennai Medical College Hospital and Research Centre,Tamil Nadu,621105,0431 4298925,,,,,,,Private,,,,,10.954422,78.754891
2180,Government Headquarters Hospital Blood Bank,Tamil Nadu,621306,0432 260760,"09965904997, 09791431198",,,bloodbank2015manaparai@gmail.com,,devaganthari@gmail.com,Government,NO,354,10/2/2005,28-05-2019,10.604228,78.437862
2181,Church of South India Mission General Hospital Blood Bank,Tamil Nadu,620003,"0431 2761927, 0431 2762879, 0431 2760672, Ext. 423","09443685617, 09865297849, 094433 37664",,0431 2750057,csightry@gmail.com,http://www.csimgh.com,csightry@gmail.com,Charity,NO,62/C,2/5/1994,08-12-2011 (Applied),10.830302,78.67675
2182,Child Jesus Hospital Blood Bank,Tamil Nadu,620001,"0431 2415816, 0431 2410816",9488414084,,0431 2411335,childjesuslab@gmail.com,http://www.childjesushospital.org,childjesuslab@gmail.com,Private,NO,309,7/4/1997,12/12/2014,10.805162,78.686566
2183,Blood Bank of Shavana,Tamil Nadu,,0431 2750321,9244611750,,,,,,Private,NO,,,,0.0,0.0
2184,M/S Apollo Speciality Hospitals Blood Bank,Tamil Nadu,620010,,,,,,,,Private,,,,,0.0,0.0
2185,Government Hospital Blood Bank,Tamil Nadu,627401,04634 253480,9443252905,,,ambaibloodbank@gmail.com,,venkatambai65@gmail.com,Government,NO,243/28c,27-05-2004,26-05-2009,8.702599,77.385988
2186,Bethel Blood Bank,Tamil Nadu,627002,"0462 2574775, 0462 2585258, 0462 2575258",9942018383,,,,,,Private,NO,,,,0.0,0.0
2187,Government Hospital Blood Bank,Tamil Nadu,627756,04636 222399,094439 95522,,,bloodbankskl@gmail.com,,bloodbankskl@gmail.com,Government,NO,231/28 C,17-12-2003,16-12-2008 (Applied),9.167302,77.535764
2188,Government Head Quarters Hospital Blood Bank,Tamil Nadu,627811,04633 280138,8438465334,,,bbthenkasi12@gmail.com,,bbthenkasi12@gmail.com,Government,NO,355,31-03-1997,31-12-2017,8.952567,77.315522
2189,Shifa Hospitals Blood Bank,Tamil Nadu,627001,"0462 2323041, 0462 2323044, 0462 2333245","09443152817, 09843834757",,0462 2351566,shifahospitals2004@yahoo.com,,shifahospitals2004@yahoo.com,Private,NO,201/28 C,1/6/2009,31-05-2017,8.728161,77.710143
2190,Tirunelveli Medical College Hospital Blood Bank,Tamil Nadu,627011,"0462 2576878, 0462 2572615",9843193801,,0462 2579785,bloodbanktvmch@gmail.com,http://tvmc.ac.in/,bloodbanktvmch@gmail.com,Government,NO,234,9/3/2009,09-03-2014 (Applied),8.711749,77.75082
2191,Kartheek Nursing Home Blood Bank,Tamil Nadu,627007,"0462 2530409,  0462 2530410,  0462 2531777","091505 22642, 09443125280",,,kartheeknursinghome@rediffmail.com,,kartheeknursinghome@rediffmail.com,Private,NO,228,18-03-2010,17-03-2015,8.704073,77.738605
2192,Life Line Blood Bank Component and Research Centre ,Tamil Nadu,627003,0462 4560430,9894124430,,,lifeline.bloodbank@gmail.com,http://www.lifelinebloodbank.com,lifeline.bloodbank@gmail.com,Charity,NO,285/28 C,13-12-2007,12/12/2012,8.729758,77.719592
2193,Aarthi Hospital and Diagnostic Centre Blood Bank,Tamil Nadu,627003,"0462 2501363, 0462 221346","09688213113, 08508664777",,,,http://www.arthiscan.com,sam649976@yahoo.com,Private,NO,212 / 28 C,21-05-2003,20-05-2013,8.716055,77.749882
2194,Galaxy Hospital Blood Bank,Tamil Nadu,627003,"0462 2501951, 0462 2501955",9942525580,,0462 2501956,"labbalamurugan@gmail,com",http://www.galaxyhospitals.com,"labbalamurugan@gmail,com",Private,NO,261,5/7/2005,30-07-2015 (applied),8.733836,77.723049
2195,Sardar Raja Mission Hospital Blood Bank,Tamil Nadu,627105,04637 231905,9442942400,,,chairman@rajasdentalcollege.com,,chairman@rajasdentalcollege.com,Charity,NO,297,16-12-2008,10/11/2013,0.0,0.0
2196,M/S Annai Blood Bank,Tamil Nadu,627811,,,,,,,,Charity,,,,,0.0,0.0
2197,Government Hospital Blood Bank,Tamil Nadu,638656,04258 220226,9626185212,,,cmodharapuram@gmail.com,,cmodharapuram@gmail.com,Government,NO,220/28c,28-08-2003,28-08-2013,10.732509,77.530473
2198,Revathy Medical Centre Blood Bank,Tamil Nadu,614603,0421 4332211,"09842247997, 09842233335 ",,0421 4332211,revathimedicalcenter@gmail.com,http://www.revathimedicalcenter.com,revathimedicalcenter@gmail.com,Private,NO,289/28 C,7/5/2008,07-05-2013 to 06-06-2018,11.120178,77.32933
2199,DSK Hospital Blood Bank,Tamil Nadu,641604,"0421 2422434, 0421 2421350",,,,,,,Private,NO,,,,11.103261,77.369155
2200,Sri Kumaran Hospital Blood Bank,Tamil Nadu,641 602,0421 4330000,,,,,,,Private,NO,,,,0.0,0.0
2201,Government Head Quarters Hospital Blood Bank,Tamil Nadu,641607,0421 2423400,9842230774,,,bloodbankghqhtcr@gmail.com,,bloodbankghqhtcr@gmail.com,Government,NO,  376/28 C,20-01-1998,26-06-2015,11.076008,77.36898
2202,Government Hospital Blood Bank,Tamil Nadu,642126,04252 220092,"09894671046, 09750821412",,,bbghudumalpet@gmail.com,,bbghudumalpet@gmail.com,Government,NO,144,12/3/1978,10-07-2011 (Applied for license renewal),10.583823,77.247247
2203,Udumalpet Indian Medical Association Rotary Blood Bank,Tamil Nadu,642154,04252 226458,,,,,,,Charity,NO,,,,10.586364,77.255039
2204,Government Medical College Hospital Blood Bank,Tamil Nadu,606603,04175 223585,"09962910320, 09787527294 ",,,bloodbank90@gmail.com,,bloodbank90@gmail.com,Government,NO,90/22 C,1992,31-12-2013,12.225476,79.064744
2205,ST Thomas Hospital Blood Bank and Leprosy Centre,Tamil Nadu,606801,04181 252263,9443252867,,,sthlcchetpet@hotmail.com,,sthlcchetpet@hotmail.com,Charity,NO,239/28 C,26-04-2004,25-04-2014 (Applied),12.466265,79.335994
2206,Government Medical College Hospital Blood Bank,Tamil Nadu,632011,04162 263900,9003508909,,,baskardcp65@gmail.com,,baskardcp65@gmail.com,Government,NO,217/28c,,26-03-2016,12.845971,79.135775
2207,Government Hospital Blood Bank,Tamil Nadu,635802,04174 244656,7708885992,,,amburictc@gmail.com,,amburictc@gmail.com,Government,NO,219,1995,18-06-2013,12.786665,78.716928
2208,Bethesda Hospital Blood Bank,Tamil Nadu,635802,04174 242131,9894053388,,,drchaks07@gmail.com,,drchaks07@gmail.com,Private,NO,210,2010,2013,12.778149,78.720022
2209,Government Hospital Blood Bank Arakonam,Tamil Nadu,,,,,,,,,Government,,,,,0.0,0.0
2210,Government Hospital Blood Bank,Tamil Nadu,632602,04171 221100,9003563054,,,ghdudiyatham@gmail.com,,ghdudiyatham@gmail.com,Government,NO,141/28C,1/1/2007,31-12-2011,12.945268,78.870574
2211,Government Head Quarters Hospital Blood Bank,Tamil Nadu,635601,04179 220080,"09443280350, 09047659868",,,ghthirupathur@gmail.com,,mtkumaravel31@gmail.com,Government,NO,246,2005,14-09-2015 (Applied),12.49646,78.565713
2212,Government Hospital Blood Bank,Tamil Nadu,635751,04174 225700,"09095524567, 08220800727",,,ghvaniyambadi@gmail.com,,pstanveerahmed1981@gmail.com,Government,NO,88,31-03-1997,4/1/2013,12.676583,78.615933
2213,CMC Hospital Blood Bank,Tamil Nadu,632004,"0416 2222102,0416 2282010",9655503150,,0416 2232035,clinpath@cmcvellore.ac.in,http://www.cmc-vellore.edu,joymammen@cmcvellore.ac.in,Charity,YES,57/28c,31-12-1997,31-12-2011,12.92504,79.136105
2214,Masonic Blood Bank,Tamil Nadu,632004,"0416 2220717, 0416 2223024","09849470612, 09443799998",,,masonicbloodbank@gmail.com,,masonicbloodbank@gmail.com,Charity,YES,207,2003,25-02-2013,12.930498,79.135092
2215,Sri Narayani Hospital and Research Centre Blood Bank,Tamil Nadu,632055,"0416 2206300,0416 2271202, 0416 2271844, 0416 2271584",9994467006,,,,https://www.narayanihospital.org,,Private,,,,,12.870762,79.089846
2216,Government Head Quarters Hospital Blood Bank,Tamil Nadu,632513,04172 232538,"09600957070, 09884360270",,,tnhspwalaja@gmail.com ,,surgeonachu@gmail.com,Government,NO,326/28 C,15-06-2011,14-06-2016,12.926168,79.356628
2217,Government Head Quarters Hospital Blood Bank,Tamil Nadu,606202,04151 222527,"09994595590, 09965625277",,,kallakurichibs59@yahoo.com,,kallakurichibs59@yahoo.com,Government,NO,1/194/28C,4/10/2001,31-12-2012,11.737301,78.959375
2218,Melmaruvathur Adiparasakthi Institute of Medical Sciences and Research Blood Bank,Tamil Nadu,603319,"044 27528302, 044 27528303, 044 27528304",9442882041,,,,http://www.mapims.org,,Private,,,,,12.434226,79.81321
2219,Government Hospital Blood Bank,Tamil Nadu,604601,04147 222250,"09443497696, 08870562435",,,bloodbanktindivanam@gmail.com,,bloodbanktindivanam@gmail.com,Government,NO,94/28 C,31-03-1997,31-12-2007,12.241136,79.651734
2220,St Joseph Hospital Blood Bank,Tamil Nadu,604002,04147 226363,9498098134,,,clunyhospital@gmail.com,,clunyhospital@gmail.com,Charity,NO,283 / 28 C,1/10/2007,01-10-2012 to 30-09-2017,12.219359,79.654492
2221,Government Hospital Blood Bank,Tamil Nadu,606107,04149 222201,9443276936,,,,,,Government,,,,,11.692762,79.285932
2222,Balaji KMR Charitable Trust Blood Bank,Tamil Nadu,605602,04142 51666,,,,,,,Charity,NO,,,,0.0,0.0
2223,Government Villupuram Medical College and Hospital Blood Bank,Tamil Nadu,605601,04146 232101,"09750385117, 09942044686 ",,,villupurambs19@yahoo.co.in,http://www.vmcvpm.ac.in,villupurambs19@yahoo.co.in,Government,NO,93/28c old one; new number-324/28c,31-03-1997,10/3/2010,11.992895,79.516782
2224,GN Blood Bank,Tamil Nadu,605602,04146 225545,9443481222,,,gnbloodbank@gmail.com,, geethagopinath@gmail.com,Charity,NO,337,2012,17-Oct,11.939851,79.487355
2225,Government Hospital Blood Bank,Tamil Nadu,626101,04566 220264,"099442 81973, 08940214961 ",,,,,apkgh123@gmail.com,Government,NO,142/28c,1998,31-12-2016,9.502673,78.097224
2226,Government Hospital Blood Bank,Tamil Nadu,626117,04563 221301,"09787200368, 09443103975",,,rjpmghbb@gmail.com,,rjpmghbb@gmail.com,Government,NO,142/28C,4/2/1998,1/1/2016,9.41412,77.597374
2227,Sai Blood Bank and Clinical Laboratory,Tamil Nadu,626117,"04563 230516, 04563 221516",9600674712,,,sairjpm@gmail.com,,,Private,NO,10,16-08-2004,16-08-2014,0.0,0.0
2228,Sri PAC Ramasamy Raja Rotary Blood Bank (Run by Rajapalayam rotary),Tamil Nadu,626117,04563 226625,9940166945,,,,,,Charity,,,,,0.0,0.0
2229,Government Hospital Blood Bank,Tamil Nadu,626123,04562 220301,9486496169,,,,,,Government,NO,,,,9.460615,77.786369
2230,Sri Annai Blood Bank,Tamil Nadu,626123,04562 222956,"07373796390, 09843296390",,,,,,Charity,,,,,0.0,0.0
2231,Virudhunagar Hindu Nadar V Dhanasamy Parimala Devi Medical Trust Blood Bank,Tamil Nadu,626001,"04562 243060, 04562 245607, 04562 244282",9043013213,9842653592,,,,,Charity,NO,20,22-12-1994,31-12-2016,0.0,0.0
2232,Government Head Quarters Hospital Blood Bank,Tamil Nadu,626001,04562 244425,"09842261613, 08903881948, 09443569354",18004251303,04562 246030 (Health Insurance Office),vnrghbb@gmail.com,,vnrghbb@gmail.com,Government,NO,86/28 C,1997,31-12-2012,9.588385,77.961917
2233,Rajiv Gandhi Institute of Medical Sciences Blood Bank,Telangana,504001,8732224108,9849905223,,,"surya111199@yahoo.com, bbrimsadb@gmail.com",,bbrimsadb@gmail.com,Government,,,,,19.664144,78.524732
2234,Sri Lakshmi Blood bank,Telangana,504001,8732230777,,,,prakash_gangishetty@yahoo.com,,prakash_ganjishetty@yahoo.com,Private,,,,,0.0,0.0
2235,Indian Red Cross Society Blood Bank,Telangana,504208,"08736259259, 08736252259",7036222259,,,ircsbbmncl@yahoo.com,http://www.indianredcrossmancherial.org,dr_vishnudubasi@yahoo.co.in,Charity,YES,09/AD/AP/2008/BB/R,20-08-2008,19-08-2018,18.87247,79.444699
2236,Singareni Collieries Co. Ltd Blood bank,Telangana,504301,08736-228677 ext No -328,"09491144185, 09491344418",,,med_srp@scclmines.com,,konadulanr47@gmail.com,Charity,,,,,19.063129,79.487441
2237,Indian Red Cross Society Blood Bank,Telangana,504106,9440387455,8790988499,,,bloodbanknirmal@gmail.com,,bloodbanknirmal@gmail.com,Government,NO,11/AD/AP/2009/BB/G,13-08-2009,8/12/2014,19.664062,78.532011
2238,The Singareni Collieries Co. Ltd,Telangana,504001,08736 228677,9491344418,,,,,med_srp@scclmines.com,Government,,,,,19.664062,78.532011
2239,Prime Hospital Blood Bank,Telangana,,040 44569973,,,,bloodbank.primehospital@gmail.com,,nageswararao@primehospitals.co.in,Private,,,,,0.0,0.0
2240,Image Hospital Blood Bank ,Telangana,,040 23755555,,,,,,imagehospitals@rediffmail.com,Private,,,,,0.0,0.0
2241,Challa Hospital Blood Bank (A Multi Speciality Hospital),Telangana,500016,040 23731215,,,,challahosp.bloodbank@gmail.com,,challahosp.bloodbank@gmail.com,Private,YES,11/HD/AP/2008/BB/R,12/12/2008,11/12/2018,17.439581,78.450633
2242,Aarohi Blood Bank,Telangana,500034,040 23384212	,8106999686,,,aarohibloodbank@gmail.com,www.aarohibloodbank.org,aarohibloodbank@gmail.com,Charity,NO,19/HD/AP/2009/BB/G,,,17.411615,78.449834
2243,Institute of Transfusion Medicine and Research,Telangana,500034,040 23328956,9866098101,,,info@itmrbloodbank.org,,itmrbloodbank@gmail.com,Charity,,,,,17.42114,78.449212
2244,NTR Trust Blood Bank,Telangana,500034,040 30799999,9963474040,,,admin@ntrtrust.org	,http://www.ntrtrust.org,hydbb@ntrtrust.org,Charity,YES,01/HD/AP/2008/BB/CP,8/1/2008,30-04-2013,17.423643,78.425977
2245,Care Hospital Blood Bank,Telangana,500004,040 30418296,,,,cbeveryone@carehospitals.com,,dranasuya@carehospitals.com ,Private,NO,10/HD/AP/2002/BB/G,9/11/2002,9/11/2022,17.412542,78.450258
2246, Star Hospitals Blood Bank,Telangana,500034,040 44777777 EXT: 603,,040 4477 7777,040 2335 6788,bloodbank@starhospitals.in,http://www.starhospitals.com,drirfananikhat@gmail.com,Private,NO,12/HD/AP/2008/BB/G				,13-11-2008,12/11/2018,17.41567,78.439477
2247,Basavatarakam Indo-American Cancer Hospital and Research Institute Blood Bank,Telangana,500034,040 23551235,,,,,,syambbts@gmail.com,Private,,,,,0.0,0.0
2248,Mythri Charitable Trust Blood Bank and Transfusion Centre,Telangana,500027,"040 27550238, 040 66822271",,,,my3.trustbloodbank@gmail.com,http://www.mythribloodbank.org,my3.trustbloodbank@gmail.com,Charity,YES,167/HD/AP/2001/BB/G,3/12/2001,,17.391514,78.497215
2249,Sanjeevini Blood Bank,Telangana,500020,"040 27667500, 040 65522343",,,,sanjeevini_bloodbank@yahoo.com,,sanjeevini_bloodbank@yahoo.com,Charity,YES,08/HD/AP/2004/BB/R,8/12/2004,08-11-2019	,17.405787,78.499215
2250,Sai Vani Super Speciality Hospital Blood Bank ,Telangana,,,8978021111,,,,,vishwahealth@gmail.com,Private,,,,,0.0,0.0
2251,The Military Hospital Blood Bank,Telangana,,040 27792580,,,,,,,Government,,,,,0.0,0.0
2252,Rudhira Voluntary Blood Bank,Telangana,500028,040 23220222,,,,rudhiravoluntarybloodbank@gmail.com,,rudhira.voluntary@gmail.com,Charity,YES,03/HD/AP/2005/BB/R,08-02-2005			,31-07-2015,17.406011,78.478212
2253,Satya Nursing Home Blood Bank,Telangana,500029,040 66753026,9666699889,,,satyakidney@rediffmail.com,,satyakidney@rediffmail.com,Private,YES,03/HD/AP/2003/BB/R,26-03-2003,3/9/2017,17.404758,78.482139
2254,Nizams Institute of Medical Sciences Blood Bank,Telangana,500034,040 23489722,,,,"nimsdtm@gmail.com,doctormaheshgoud@gmail.com",,shanthikoppukonda@yahoo.com ,Government,YES,68/HD/AP/97/BB/CP,31.05.2016,30-05-2021,17.421241,78.451389
2255,The Osmania General Hospital Blood Bank,Telangana,500012,040 24600146,9849546995,,,bloodbank.ogh@gmail.com,,bloodbankogh@gmail.com,Government,YES,31/HD/AP/1996/BB/R,20-03-1996,1/1/2012,17.372522,78.473807
2256,MNJ  Institute of Oncology and Regional Cancer Centre Blood Bank,Telangana,500004,"040 23397000, 040 23318424",9949929429,,040 23314063,mnjiorcc@yahoo.comdirmnjiorcc@yahoo.com,,drlaxmip@gmail.com,Government,NO,04/HD/AP/2006/BB/R,20-07-2006,20-07-2016,17.398812,78.462087
2257,General Chest Hospital,Telangana,500018,040-23814939,9848445380,,,,,,,,,,,17.445384,78.434951
2258,Lions Club of Hyderabad(East) Bhanji Kheraj Blood Bank,Telangana,500195,040 24745243,,,,lionsbhanjikherajbloodbank@gmail.com,,lionsbhanjikherajbloodbank@gmail.com,Charity,,,,,17.520718,78.440959
2259,Blood Bank Thelasemia and Sickle Cell,Telangana,500002,,9391029400,,,"tscsap@gmail.com, tscsbb@gmail.com.",,,,,,,,17.385044,78.486671
2260,Andhra Mahila Sabha Durgabhai Deshmukh Hospital & Blood Bank,Telangana,500044,"040 27656969, 040 27681158",,,,ddhbloodbank@gmail.com,http://www.amsdd.org.in,ddhbloodbank@gmail.com,Charity,YES,143/HD/AP/2000/BB/R,1/1/2000,31-12-2016,17.4025,78.509832
2261,Share Medical Care (Mediciti Hospital) Blood Bank,Telangana, 500063,040 23231111,,,,info@medicitihospitals.com,,info@medicitihospitals.com,Private,NO,124/HD/AP/1998/BB/R,21-10-1998,19-09-2016,17.406546,78.471614
2262,Mahavir Hospital and Research Centre Blood Bank,Telangana,,040 23497377,,,,,,mahavirhospital@rediffmail.com,Private,,,,,0.0,0.0
2263,Aditya Hospital Blood Bank,Telangana,500001,040 24763565,9885642579,040-41424344,040-24754117,adityahospitalbloodbank2010@gmail.com,http://www.adityahospital.com,adityahospitalbloodbank2010@gmail.com,Private,YES,11/HD/AP/2010/BB/G,12/6/2010,5/8/2020,17.390308,78.481143
2264,Himabindhu Multispeciality Hospital Blood Bank,Telangana,500059,040 64558828  ,7097097990,,,himabindubloodbank@gmail.com,,himabindubloodbank@gmail.com,Private,NO,8040/AP/2013/BB/G,4/9/2013,4/8/2018,17.352329,78.506534
2265,Genetic Products Charitable Association Blood Bank,Telangana,500082,"040 23411658, 040 23403882",,,,,,genebloodbank@gmail.com,Charity,YES,32/HD/AP/96/BB/C,14-Dec,2018,0.0,0.0
2266,Thalassemia and Sickle Cell Society Vuppala Venkaiah Memorial Blood Bank,Telangana,500002,040 24403783,,,040 24520159,tscsbb@gmail.com,http://www.tscs.in,sumanjaindr@gmail.com,Charity,YES,01/HD/AP/2010/BB/G,5/3/2010,4/3/2015,17.368886,78.480146
2267,NEW LIFE EDUCATIONAL SOCIETY BLOOD BANK ,Telangana,500024,"040 24575757, 040 64558864",9948495035,,,newlifeeducationalsocietybloodbank@gmail.com,,newlifeeducationalsocietybloodbank@gmail.com,Charity,NO,28/HD/TS/2016/BB/G,3/12/2016,2/12/2021,17.37694,78.34905
2268,Apollo Hospital Blood Bank,Telangana,500096,"040 23607777, Ext: 2604",4023607777,,,,http://www.apollohospitals.com,sudharni982001@yahoo.co.in,Private,YES,06/HD/AP/95/BB/CP,6/7/2012,6/6/2017,17.415057,78.416515
2269,Employees State Insurance Corporation Medical College Hospital Blood Bank,Telangana,500038,040 67872049,9640754300,,,esicmcbloodbank@gmail.com,,srinu_2741@yahoo.co.in,Government,YES,5/HD/AP/2013/BB/CP,20.09.2016,19.09.2021,17.447882,78.439955
2270,Venus Hospital Blood Bank,Telangana,500036,040 24650776,,,,,,,Private,,,,,0.0,0.0
2271,Yashoda Super Speciality Hospitals Blood Bank,Telangana,500082,040 23319999,,040 67776753,,bloodbank_smj@yahoomail.com,http://www.yashodahospitals.com,srinu_2741@yahoo.co.in,Private,YES,19/HD/AP/2003/BB/R,6/5/2004,6/5/2014,17.424342,78.457724
2272,Apollo Hospital Enterprises Ltd,Telangana,500029,040 23231380,9849694039,,,hydergudaapollobloodbank@gmail.com,,hydergudaapollobloodbank@gmail.com,Private,NO,03/RR/TS/2014/BB/G,26-12-2014,25-12-2019,17.39928,78.479256
2273,Lions Club Matadin Goel Blood Bank,Telangana,500029,040 23226624,9441114036,,,,,,Charity,,,,,17.403106,78.479609
2274,Chiranjeevi Blood Bank,Telangana,500033,"040 23555005, 040 23554849","09849691315, 09849756785",,,admin.ccfonline@gmail.com,,admin.ccfonline@gmail.com,Charity,YES,122/HD/AP/1998/BB/CT,21-08-1998,9/11/2015,17.428205,78.416539
2275,Owaisi Medical and Research Centre,Telangana,500058,"040 64638871, 040 24343129, 040 24323723",,040 24349999,040 24342954,,http://www.owaisihospital.com,gantaramalakshmi@gmail.com,Private,NO,33/HD/AP/96/BB/R,1/1/2012,31-12-2016,17.34132,78.506714
2276,"Apollo Hospital Enterprises Ltd, Apollo DRDO Hospital Blood Bank",Telangana,,040 24342222,,,,,,bksatish22@gmail.com,Private,,,,,0.0,0.0
2277,Kamineni Health Services Pvt.Ltd. Blood Bank,Telangana,500001,"040 66924030, 040 66924444",,,,bloodbank.kk@kaminenihospitals.com,,bloodbank.kk@kaminenihospitals.com,Private,NO,06/HD/AP/2006/BB/R,30-08-2006,29-08-2016,17.392587,78.479728
2278,The Government  Maternity Hospital,Telangana,500095,040 23305967,9849488601,,,nandagopalgollapuda@yahoo.com,,nandagopalgollapuda@yahoo.com,Government,NO,30/MD/AP/1996/BB/R,14-05-1985,28-09-2017,17.385808,78.48723
2279,Global Hospital Blood Bank,Telangana,500004,"040 23244444, 040 30644444",,,,,,,Private,YES,166/HD/AP/2001/BB/R,28-11-2001,27-11-2016,17.405254,78.463164
2280,Sri Balaji Blood Bank (A Unit of Sri Balaji Educational Society),Telangana,500036,040 64522466,,,,sribalajibloodbank2009@gmail.com,,sribalajibloodbank2009@gmail.com,Charity,YES,18/HD/AP/2002/BB/R,1/8/2002,1/8/2019,17.375363,78.497278
2281,Vivekananda Environmental International Society Social Service Blood Bank,Telangana,,040 64606048,,,,,,vivekanandabloodbank@gmail.com,Charity,,,,,0.0,0.0
2282,Premier Hospital Blood Bank,Telangana,500028,040 23774469,,,,nooravenu@gmail.com,,nooravenu@gmail.com,Private,NO,10/RR/AP/2009/BB/G,22-07-2009,21-07-2014,17.391657,78.427008
2283,Jaya Diagnostic Research Centre Medwin Hospital Blood Bank,Telangana,500001,040 66516502,,,,,,,Private,,,,,0.0,0.0
2284,Care Hospital Blood Bank (A Unit of Quality Care India Limited),Telangana,,040 30417445,,,,,,cnm.everyone@carehospitals.com,Private,,,,,0.0,0.0
