Sr No, Blood Bank Name, State, District, City, Address, Qualification Nodal Officer, Category, Blood Component Available, Apheresis, Service Time, License #, Date License Obtained, Date of Renewal, Latitude, Longitude,label
2191,Kartheek Nursing Home Blood Bank,Tamil Nadu,TIRUNELVELI,Tirunelveli,"Complex No. 37 (STC Road) Perumal Puram 7th Street, Thirunelveli",MBBS,Private,YES,NO,24x7,228,18-03-2010,17-03-2015,8.704073,77.738605,0
2192,Life Line Blood Bank Component and Research Centre ,Tamil Nadu,TIRUNELVELI,Tirunelveli,"Run by Subashtika Charitable Society, 3rd Floor, Sri Sudharsan Hospital, No.4, Salai Street, Vannarpettai","BSc, MLT",Charity,YES,NO,24x7,285/28 C,13-12-2007,12/12/2012,8.729758,77.719592,0
2193,Aarthi Hospital and Diagnostic Centre Blood Bank,Tamil Nadu,TIRUNELVELI,Tirunelveli,"No. 177/A-22/2, Trivandrum High Road Vannarapettai, Tirunelveli",DMLT ,Private,NO,NO,24x7,212 / 28 C,21-05-2003,20-05-2013,8.716055,77.749882,0
2194,Galaxy Hospital Blood Bank,Tamil Nadu,TIRUNELVELI,Tirunelveli,"North Bye Pass Road, Vannerpettai, Tirunelveli
","DMLT, MSc, M.Phil",Private,NO,NO,24x7,261,5/7/2005,30-07-2015 (applied),8.733836,77.723049,0
2195,Sardar Raja Mission Hospital Blood Bank,Tamil Nadu,TIRUNELVELI,Tirunelveli,"Tirurajapuram, Kavalkinaru Junction",MDS,Charity,NO,NO,24x7,297,16-12-2008,10/11/2013,0.0,0.0,0
2196,M/S Annai Blood Bank,Tamil Nadu,TIRUNELVELI,Tirunelveli,"M/S Annai Blood Bank (Run by Annai Medical Trust), No. 67 Pappu Sahib Complex,Melamuthuraman koil Street, Tenkasi",MBBS,Charity,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,0.0,0.0,0
2197,Government Hospital Blood Bank,Tamil Nadu,TIRUPPUR,Dharapuram,"Government  Hospital, Park Road, Near Taluk Office, Dharapuram",MBBS,Government,NO,NO,24x7,220/28c,28-08-2003,28-08-2013,10.732509,77.530473,0
2198,Revathy Medical Centre Blood Bank,Tamil Nadu,TIRUPPUR,Thiruppur,"No 10, CKP Layout 4th Floor, Valayankadu Main Road, Kumar Nagar (West) Avinashi Road, Tiruppur",MBBS ,Private,YES,NO,24x7,289/28 C,7/5/2008,07-05-2013 to 06-06-2018,11.120178,77.32933,0
2199,DSK Hospital Blood Bank,Tamil Nadu,TIRUPPUR,Tiruppur,"9 Kathir Nagar, Kangayam Main Road, Kathir Layout Road, Sathyamurthy Nagar, Tiruppur",MBBS,Private,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,11.103261,77.369155,0
2200,Sri Kumaran Hospital Blood Bank,Tamil Nadu,TIRUPPUR,Tiruppur,"No. 774 A-DPN Road, Near Bus Stand",MBBS,Private,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,0.0,0.0,0
2201,Government Head Quarters Hospital Blood Bank,Tamil Nadu,TIRUPPUR,Tiruppur,"Government Head Quarters Hospital, Dharapuram Road, Tiruppur ","MBBS, DCH",Government,YES,NO,24x7,  376/28 C,20-01-1998,26-06-2015,11.076008,77.36898,0
2202,Government Hospital Blood Bank,Tamil Nadu,TIRUPPUR,Udumalpet,"Government Hospital, VOC Street, Udumalpet","MBBS, DCH",Government,NO,NO,24x7,144,12/3/1978,10-07-2011 (Applied for license renewal),10.583823,77.247247,0
2203,Udumalpet Indian Medical Association Rotary Blood Bank,Tamil Nadu,TIRUPPUR,Udumalpet,"UKP-IMA Building, K.P.N. Nagar Gandhinagar Post, Udumalpet",MBBS,Charity,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,10.586364,77.255039,0
2204,Government Medical College Hospital Blood Bank,Tamil Nadu,TIRUVANNAMALAI,Tiruvannamalai,"Government Thiruvannamalai Medical College Hospital, Thiruvannamalai","MBBS, MD (Pathology)",Government,NO,NO,24x7,90/22 C,1992,31-12-2013,12.225476,79.064744,0
2205,ST Thomas Hospital Blood Bank and Leprosy Centre,Tamil Nadu,TIRUVANNAMALAI,Tiruvannamalai,"Chettupattu, Polur Road, Tiruvannamalai","MBBS, TDD",Charity,NO,NO,24x7,239/28 C,26-04-2004,25-04-2014 (Applied),12.466265,79.335994,0
2206,Government Medical College Hospital Blood Bank,Tamil Nadu,VELLORE,Adukamparai,"Arni Road, Arani Road, Opposite Staff Quarters, Adukkamparai, Vellore","MBBS, DCP",Government,YES,NO,24x7,217/28c,1/1/2012,26-03-2016,12.845971,79.135775,0
2207,Government Hospital Blood Bank,Tamil Nadu,VELLORE,Ambur,"Government Hospital, Nethaji Road, Ambur",MBBS,Government,NO,NO,24x7,219,1995,18-06-2013,12.786665,78.716928,0
2208,Bethesda Hospital Blood Bank,Tamil Nadu,VELLORE,Ambur,"Mission Compound, Post Box No 56,  Ambur",MBBS,Private,NO,NO,24x7,210,2010,2013,12.778149,78.720022,0
2209,Government Hospital Blood Bank Arakonam,Tamil Nadu,VELLORE,Arakonam,"Arakonam, Vellore",MBBS,Government,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,0.0,0.0,0
2210,Government Hospital Blood Bank,Tamil Nadu,VELLORE,Gudiyatham,"Government Hospital, Gudiyatham","MBBS, DLO",Government,NO,NO,24x7,141/28C,1/1/2007,31-12-2011,12.945268,78.870574,0
2211,Government Head Quarters Hospital Blood Bank,Tamil Nadu,VELLORE,Tirupattur,"Government Hospital, Railway Station Road, Achamangalam, Tirupattur","MBBS, MS",Government,NO,NO,24x7,246,2005,14-09-2015 (Applied),12.49646,78.565713,0
2212,Government Hospital Blood Bank,Tamil Nadu,VELLORE,Vaniyambadi,"Government Hospital, Vaniyambadi","MBBS, DLO",Government,NO,NO,24x7,88,31-03-1997,4/1/2013,12.676583,78.615933,0
2213,CMC Hospital Blood Bank,Tamil Nadu,VELLORE,Vellore,"IDA Scudder Road, Vellore, Tamil Nadu ","MBBS, MD",Charity,YES,YES,24x7,57/28c,31-12-1997,31-12-2011,12.92504,79.136105,0
2214,Masonic Blood Bank,Tamil Nadu,VELLORE,Vellore,"W/BRO V Surendranath Reddy Memorial Trust ,No. 5/2 New Katpadi Road, Opposite to Hotal River view, Vellore","MBBS, MD (Pathology)",Charity,YES,YES,24x7,207,2003,25-02-2013,12.930498,79.135092,0
2215,Sri Narayani Hospital and Research Centre Blood Bank,Tamil Nadu,VELLORE,Vellore,"Sripuram, Thirumalaikodi, Vellore, Tamil Nadu ",MBBS,Private,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,12.870762,79.089846,0
2216,Government Head Quarters Hospital Blood Bank,Tamil Nadu,VELLORE,Walajapet,"Government Head Quarters Hospital, Walaja","MBBS, MS",Government,NO,NO,24x7,326/28 C,15-06-2011,14-06-2016,12.926168,79.356628,0
2217,Government Head Quarters Hospital Blood Bank,Tamil Nadu,VILLUPURAM,Kallakurichi,"Government Hospital, Kachirapalayam Road, Kallakurichi","MBBS, MD",Government,NO,NO,24x7,1/194/28C,4/10/2001,31-12-2012,11.737301,78.959375,0
2218,Melmaruvathur Adiparasakthi Institute of Medical Sciences and Research Blood Bank,Tamil Nadu,VILLUPURAM,Melmaruvathur,"A unit of Adiparasuthi Charitable Medical Eductional Cultural Trust, Melmaruvathur, Kancheepuram",MBBS,Private,YES,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,12.434226,79.81321,0
2219,Government Hospital Blood Bank,Tamil Nadu,VILLUPURAM,Tindivanam,"Government Hospital, Hospital Road, Dindivanam
","MBBS, DTHM",Government,NO,NO,24x7,94/28 C,31-03-1997,31-12-2007,12.241136,79.651734,0
2220,St Joseph Hospital Blood Bank,Tamil Nadu,VILLUPURAM,Tindivanam,"Police line, Jayapuram, Tindivanam 
","MBBS, DGO",Charity,NO,NO,24x7,283 / 28 C,1/10/2007,01-10-2012 to 30-09-2017,12.219359,79.654492,0
2221,Government Hospital Blood Bank,Tamil Nadu,VILLUPURAM,Ulundupettai,"Government Hospital, Ulundurpettai",MBBS,Government,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,11.692762,79.285932,0
2222,Balaji KMR Charitable Trust Blood Bank,Tamil Nadu,VILLUPURAM,Villupuram,"27/B5, Trichy Trunk Road",MBBS,Charity,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,0.0,0.0,0
2223,Government Villupuram Medical College and Hospital Blood Bank,Tamil Nadu,VILLUPURAM,Villupuram,"Government  Villupuram Medical College and Hospital, Mundiyambakkam, Villupuram","MBBS, MD",Government,NO,NO,24x7,93/28c old one; new number-324/28c,31-03-1997,10/3/2010,11.992895,79.516782,0
2224,GN Blood Bank,Tamil Nadu,VILLUPURAM,Villupuram," Run by GG Educational and Charitable Trust, 7-C, Chairman Chidambaram Street, Villupuram","MSC, MLT ",Charity,NO,NO,24x7,337,2012,17-Oct,11.939851,79.487355,0
2225,Government Hospital Blood Bank,Tamil Nadu,VIRUDHUNAGAR,Aruppukottai,"Pandalkudi Road, Near Vellai Kottai, Aruppukottai
","MBBS, DPH",Government,NO,NO,24x7,142/28c,1998,31-12-2016,9.502673,78.097224,0
2226,Government Hospital Blood Bank,Tamil Nadu,VIRUDHUNAGAR,Rajapalayam,Government Hospital,"MBBS, MS",Government,NO,NO,24x7,142/28C,4/2/1998,1/1/2016,9.41412,77.597374,0
2227,Sai Blood Bank and Clinical Laboratory,Tamil Nadu,VIRUDHUNAGAR,Rajapalayam,"No, 114 Chidambaranar Street, Sankaran Koil Road","MBBS, DCH",Private,NO,NO,24x7,10,16-08-2004,16-08-2014,0.0,0.0,0
2228,Sri PAC Ramasamy Raja Rotary Blood Bank (Run by Rajapalayam rotary),Tamil Nadu,VIRUDHUNAGAR,Rajapalayam,"Old No :1069, New No : 170, Madurai to Tenkasi Road",MBBS,Charity,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,0.0,0.0,0
2229,Government Hospital Blood Bank,Tamil Nadu,VIRUDHUNAGAR,Sivakasi,"Government Hospital, Parasakthi colony, Near Sivakasi railway station, Shield Road",MBBS,Government,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,9.460615,77.786369,0
2230,Sri Annai Blood Bank,Tamil Nadu,VIRUDHUNAGAR,Sivakasi,"Run by Nestle Foundation Trust, S.No. 49/8B 49/8C ward E Block No. 6., Door No. 56 J2 Chairman A. Shanmuga Nadar Road",MBBS,Charity,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,0.0,0.0,0
2231,Virudhunagar Hindu Nadar V Dhanasamy Parimala Devi Medical Trust Blood Bank,Tamil Nadu,VIRUDHUNAGAR,Virudhunagar,"No, 38 North Car Street","MBBS, MCH & MD",Charity,NO,NO,24x7,20,22-12-1994,31-12-2016,0.0,0.0,0
2232,Government Head Quarters Hospital Blood Bank,Tamil Nadu,VIRUDHUNAGAR,Virudhunagar,"Government Head Quarters Hospital, Ramamoorthy Road, Virudhunagar","MBBS, MD (Paed.)",Government,NO,NO,24x7,86/28 C,1997,31-12-2012,9.588385,77.961917,0
2233,Rajiv Gandhi Institute of Medical Sciences Blood Bank,Telangana,ADILABAD,Adilabad,"Teachers Colony, Near State Bank of Hyderabad, Ground Floor, IP Block, Govt. District Head Quarters Hopsital Premises",MBBS,Government,YES,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,19.664144,78.524732,0
2234,Sri Lakshmi Blood bank,Telangana,ADILABAD,Adilabad,"D.No.4-5-29/5, Sri Sai Maternity Hospital, Near Rly. Gate, Bhokthapur",MBBS,Private,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,0.0,0.0,0
2235,Indian Red Cross Society Blood Bank,Telangana,ADILABAD,Mancherial," Ground Floor, Area Hospital, I.B Chaurastha",MD (Pathology),Charity,YES,YES,24x7,09/AD/AP/2008/BB/R,20-08-2008,19-08-2018,18.87247,79.444699,0
2236,Singareni Collieries Co. Ltd Blood bank,Telangana,ADILABAD,Mandamarri,"Sector-1, Area Hospital, Ramakrishnapur, Mandamarri (M), Bellampalli",MBBS,Charity,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,19.063129,79.487441,0
2237,Indian Red Cross Society Blood Bank,Telangana,ADILABAD,Nirmal,"Area Hospital, Gajulpet Road
near A1 Function Hall",MBBS,Government,YES,NO,24x7,11/AD/AP/2009/BB/G,13-08-2009,8/12/2014,19.664062,78.532011,0
2238,The Singareni Collieries Co. Ltd,Telangana,ADILABAD,R.K puram,"Area Hospital Blood Bank, Ramakrishnapuram",MBBS,Government,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,19.664062,78.532011,0
2239,Prime Hospital Blood Bank,Telangana,HYDERABAD,Ameerpet,"Plot No.4, Behind Mythrivanam Building, Ameerpet",MBBS,Private,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,0.0,0.0,0
2240,Image Hospital Blood Bank ,Telangana,HYDERABAD,Ameerpet,"A Division of Image Healthcare Limited,1st Floor, Image House, 8-3-903/F/12&1, Ameerpet",MBBS,Private,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,0.0,0.0,0
2241,Challa Hospital Blood Bank (A Multi Speciality Hospital),Telangana,HYDERABAD,Ameerpet,"D.No. 7-1-71/A/1, 1st Floor, Dharam Karam Road, Ameerpet",MD (Pathology),Private,YES,YES,24x7,11/HD/AP/2008/BB/R,12/12/2008,11/12/2018,17.439581,78.450633,0
2242,Aarohi Blood Bank,Telangana,HYDERABAD,Banjara Hills,"No.6-3-182/1 to 3, 3rd Floor, 
Lake View Palace, 
Road No.1, Banjara Hills
",MBBS,Charity,YES,NO,24 HRS,19/HD/AP/2009/BB/G,1/1/2012,31-12-2016,17.411615,78.449834,0
2243,Institute of Transfusion Medicine and Research,Telangana,HYDERABAD,Banjara Hills,"Road.No.1, Banjara Hills",MBBS,Charity,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,17.42114,78.449212,0
2244,NTR Trust Blood Bank,Telangana,HYDERABAD,Banjara Hills,"D.No. 8-2-269/H/191/A/1, NTR Trust Bhavan, Road No. 2, Banjara Hills
",MBBS,Charity,YES,YES,24x7,01/HD/AP/2008/BB/CP,8/1/2008,30-04-2013,17.423643,78.425977,0
2245,Care Hospital Blood Bank,Telangana,HYDERABAD,Banjara Hills,"1st Floor, Road No.1, Banjara Hills",MBBS DCP,Private,NO,NO,24x7	,10/HD/AP/2002/BB/G,9/11/2002,9/11/2022,17.412542,78.450258,0
2246, Star Hospitals Blood Bank,Telangana,HYDERABAD,Banjara Hills," A unit of Unimed Healthcare Private Limited, 6th floor,8-2-596/ Road No : 10, Banjara Hills","MBBS, DCP",Private,NO,NO,24x7,12/HD/AP/2008/BB/G				,13-11-2008,12/11/2018,17.41567,78.439477,0
2247,Basavatarakam Indo-American Cancer Hospital and Research Institute Blood Bank,Telangana,HYDERABAD,Banjara Hills,"Block.No. III, Cellar Portion,Road No.14, Banjara Hills",MBBS,Private,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,0.0,0.0,0
2248,Mythri Charitable Trust Blood Bank and Transfusion Centre,Telangana,HYDERABAD,Barkatpura,"3-4-808 1st Floor, Barkatpura, Bs C C Shroff Hospital, Barkatpura, Hyderabad, Telangana
",MBBS,Charity,YES,YES,12 Hrs,167/HD/AP/2001/BB/G,3/12/2001,31-12-2016,17.391514,78.497215,0
2249,Sanjeevini Blood Bank,Telangana,HYDERABAD,Bhagyanagar,"Sanjeevini Non-Governmental Organisation, Niveditha Orthopaedic Center, H.No.1-1-79/A, RTC Cross Road, Bhagyanagar, Hyderabad","MBBS, MD (Physiology)",Charity,YES,YES,24x7,08/HD/AP/2004/BB/R,8/12/2004,08-11-2019	,17.405787,78.499215,0
2250,Sai Vani Super Speciality Hospital Blood Bank ,Telangana,HYDERABAD,Domalguda,"A Unit of Viswa Health Institute Private Limited, D.No.1-2-365/36/6&7, 6th Floor, Ramakrishna Math Road, Domalguda, Hyderabad",MBBS,Private,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,0.0,0.0,0
2251,The Military Hospital Blood Bank,Telangana,HYDERABAD,Golconda,"Military Hospital Premises, Golconda",MBBS,Government,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,0.0,0.0,0
2252,Rudhira Voluntary Blood Bank,Telangana,HYDERABAD,Himayathnagar," H.No.3-6-10/A,1st floor, Anasuya Commercial Complex, Liberty Road, Himayathnagar","BSc, Mlt",Charity,YES,YES,24x7,03/HD/AP/2005/BB/R,08-02-2005			,31-07-2015,17.406011,78.478212,0
2253,Satya Nursing Home Blood Bank,Telangana,HYDERABAD,Himayatnagar,"D.No. 3-6-426, First Floor, Street No. 4, Himayatnagar, Hyderabad, Hyderabad District, Telangana
",MBBS,Private,YES,YES,24x7,03/HD/AP/2003/BB/R,26-03-2003,3/9/2017,17.404758,78.482139,0
2254,Nizams Institute of Medical Sciences Blood Bank,Telangana,HYDERABAD,Hyderabad,"Accident and Emergency Block, 2nd Floor, Road.No.1, Banjara Hills",MD (Pathology),Government,YES,YES,24x7,68/HD/AP/97/BB/CP,31.05.2016,30-05-2021,17.421241,78.451389,0
2255,The Osmania General Hospital Blood Bank,Telangana,HYDERABAD,Hyderabad," Osmania General Hospital Premises, Hyderabad",MBBS,Government,YES,YES,24x7,31/HD/AP/1996/BB/R,20-03-1996,1/1/2012,17.372522,78.473807,0
2256,MNJ  Institute of Oncology and Regional Cancer Centre Blood Bank,Telangana,HYDERABAD,Hyderabad,"Ground Floor, Lakdikapool, Red Hills
",MBBS DCP,Government,NO,NO,24x7,04/HD/AP/2006/BB/R,20-07-2006,20-07-2016,17.398812,78.462087,0
2257,General Chest Hospital,Telangana,HYDERABAD,Hyderabad,"Blood Bank Medical Officer,  Blood Bank, General and Chest Hospital, Irrumnuma, Hyderabad",MBBS,Government,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,17.445384,78.434951,0
2258,Lions Club of Hyderabad(East) Bhanji Kheraj Blood Bank,Telangana,HYDERABAD,Hyderabad,"Feroz Gandhi Park,  Bank Street, Koti, Hyderabad",MBBS,Charity,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,17.520718,78.440959,0
2259,Blood Bank Thelasemia and Sickle Cell,Telangana,HYDERABAD,Hyderabad,"Blood Bank Medical Officer, Blood Bank Thelasemia and Sick Cell, Hyderabad",MBBS,Government,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,17.385044,78.486671,0
2260,Andhra Mahila Sabha Durgabhai Deshmukh Hospital & Blood Bank,Telangana,HYDERABAD,Hyderabad,"Osmania University Road, Ram Nagar Gundu, Adikmet, Hyderabad, Telangana 
",MBBS MD,Charity,YES,YES,24x7,143/HD/AP/2000/BB/R,1/1/2000,31-12-2016,17.4025,78.509832,0
2261,Share Medical Care (Mediciti Hospital) Blood Bank,Telangana,HYDERABAD,Hyderabad,"D.No. 5-9-22/B/103, Flat No.103, First Floor, My Home Sarovar Complex, Secretariat Road",MBBS,Private,YES,NO,24x7,124/HD/AP/1998/BB/R,21-10-1998,19-09-2016,17.406546,78.471614,0
2262,Mahavir Hospital and Research Centre Blood Bank,Telangana,HYDERABAD,Hyderabad,"D.No. 10-1-1, Ground Floor, Bhagwan Mahavir Marg, A.C. Guards, Masab Tank",MBBS,Private,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,0.0,0.0,0
2263,Aditya Hospital Blood Bank,Telangana,HYDERABAD,Hyderabad,"4-3-154/3, Beside Pragati College, Hanuman Tekdi, Abids, Hyderabad.
","MBBS, MD",Private,YES,YES,24x7,11/HD/AP/2010/BB/G,12/6/2010,5/8/2020,17.390308,78.481143,0
2264,Himabindhu Multispeciality Hospital Blood Bank,Telangana,HYDERABAD,Hyderabad,"H.No. 17-1-383/1/1, 1st Floor, Vinay Nagar, Sagar Road, Santhosh Nagar",MBBS,Private,YES,NO,24x7,8040/AP/2013/BB/G,4/9/2013,4/8/2018,17.352329,78.506534,0
2265,Genetic Products Charitable Association Blood Bank,Telangana,HYDERABAD,Hyderabad,"D.No. 6-3-663/915, G-Block, Ground Floor, Kanthi Shikara Complex, Punjagutta",MBBS,Charity,YES,YES,24 hrs,32/HD/AP/96/BB/C,14-Dec,2018,0.0,0.0,0
2266,Thalassemia and Sickle Cell Society Vuppala Venkaiah Memorial Blood Bank,Telangana,HYDERABAD,Hyderabad,"D.No.22-8-496 to 501, 1st and 2nd floor, Chatta Bazar X Road, Near City Civil Courts, Purana Haveli, Hyderabad
",MBBS,Charity,YES,YES,24x7,01/HD/AP/2010/BB/G,5/3/2010,4/3/2015,17.368886,78.480146,0
2267,NEW LIFE EDUCATIONAL SOCIETY BLOOD BANK ,Telangana,HYDERABAD,HYDERABAD,"22-1-1038,1st FLOOR,ABID ALI KHAN LIONS EYE HOSPITAL,DARULSHIFA, Hyderabad, TELANGANA",MBBS MD Pathology,Charity,YES,NO,24x7,28/HD/TS/2016/BB/G,3/12/2016,2/12/2021,17.37694,78.34905,0
2268,Apollo Hospital Blood Bank,Telangana,HYDERABAD,Hyderabad,"Apollo hospital, Ground floor, Jubilee hills, Hyderabad
","MBBS, Dip TM",Private,YES,YES,24x7,06/HD/AP/95/BB/CP,6/7/2012,6/6/2017,17.415057,78.416515,0
2269,Employees State Insurance Corporation Medical College Hospital Blood Bank,Telangana,HYDERABAD,Hyderabad,"Second Floor, Radiology Block, Sanath nagar, Hyderabad",MD Transfusion medicine,Government,YES,YES,24 hrs,5/HD/AP/2013/BB/CP,20.09.2016,19.09.2021,17.447882,78.439955,0
2270,Venus Hospital Blood Bank,Telangana,HYDERABAD,Hyderabad,"H.No.16-2-661/EFGH, Judges Colony, Malakpet, Hyderabad",MBBS,Private,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,0.0,0.0,0
2271,Yashoda Super Speciality Hospitals Blood Bank,Telangana,HYDERABAD,Hyderabad,"D.No. 6-3-903/A/4/F-3, 2nd floor, Shirdi Apartments,
Somajiguda",MD.Transfusion Medicine,Private,YES,YES,24x7,19/HD/AP/2003/BB/R,6/5/2004,6/5/2014,17.424342,78.457724,0
2272,Apollo Hospital Enterprises Ltd,Telangana,HYDERABAD,Hyderguda,"D.No.3/5/836 to 838, main road, hyderguda, hyderabad.
",MBBS DCP,Private,NO,NO,24x7,03/RR/TS/2014/BB/G,26-12-2014,25-12-2019,17.39928,78.479256,0
2273,Lions Club Matadin Goel Blood Bank,Telangana,HYDERABAD,Hymayathnagar,"Blood Bank Medical Officer,  Lions Club Matadin Goel Blood Bank, Himayatnagar, Hyderabad,",MBBS,Charity,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,17.403106,78.479609,0
2274,Chiranjeevi Blood Bank,Telangana,HYDERABAD,Jublee Hills,"Road No.1, Jubliee Hills checkpost",MBBS,Charity,YES,YES,24x7,122/HD/AP/1998/BB/CT,21-08-1998,9/11/2015,17.428205,78.416539,0
2275,Owaisi Medical and Research Centre,Telangana,HYDERABAD,Kanchanbagh," Nawab Lutfud Dowli Palace,  Kanchanbagh, Zafargadh,Santoshnagar,Hyderabad
","MBBS, DCP",Private,YES,NO,24x7,33/HD/AP/96/BB/R,1/1/2012,31-12-2016,17.34132,78.506714,0
2276,"Apollo Hospital Enterprises Ltd, Apollo DRDO Hospital Blood Bank",Telangana,HYDERABAD,Kanchanbagh,"D.No.18-14, Ground Floor, DMRL X Roads, Kanchanbagh, Hyderabad",MBBS,Private,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,0.0,0.0,0
2277,Kamineni Health Services Pvt.Ltd. Blood Bank,Telangana,HYDERABAD,Kingkoti,"D.No. 4-1-1227, Cellar Portion, Boggulakunta, Kingkoti, Hyderguda, Hyderabad District, Telangana
","MBBS, MD",Private,NO,NO,24x7,06/HD/AP/2006/BB/R,30-08-2006,29-08-2016,17.392587,78.479728,0
2278,The Government  Maternity Hospital,Telangana,HYDERABAD,Koti,"Blood bank,  Sultan Bazar, Koti, Hyderabad","MBBS, DCP",Government,NO,NO,24x7,30/MD/AP/1996/BB/R,14-05-1985,28-09-2017,17.385808,78.48723,0
2279,Global Hospital Blood Bank,Telangana,HYDERABAD,Lakdikapool,"D.No.6-1-1070/1 to 4, Lakdikapool",MBBS,Private,YES,YES,24x7,166/HD/AP/2001/BB/R,28-11-2001,27-11-2016,17.405254,78.463164,0
2280,Sri Balaji Blood Bank (A Unit of Sri Balaji Educational Society),Telangana,HYDERABAD,Malakpet,"Cellar Portion, 16-8-923, Nalgonda X Road, Malakpet, Hyderabad",MBBS,Charity,YES,YES,24x7,18/HD/AP/2002/BB/R,1/8/2002,1/8/2019,17.375363,78.497278,0
2281,Vivekananda Environmental International Society Social Service Blood Bank,Telangana,HYDERABAD,Mehdipatnam,"12-2-790/53/1, Ground and First Floor, Ayodhyanagar, Mehdipatnam",MBBS,Charity,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,0.0,0.0,0
2282,Premier Hospital Blood Bank,Telangana,HYDERABAD,Mehdipatnam,"12-2-718, Nanal Nagar X Roads, Mehdipatnam, Hyderabad","MBBS, DCP",Private,YES,NO,24x7,10/RR/AP/2009/BB/G,22-07-2009,21-07-2014,17.391657,78.427008,0
2283,Jaya Diagnostic Research Centre Medwin Hospital Blood Bank,Telangana,HYDERABAD,Nampally,"6th Floor, 100, Raghava Ratna Towers, D.No. 5-8-316 to 322, Chiragali Lane, Nampally",MBBS,Private,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,0.0,0.0,0
2284,Care Hospital Blood Bank (A Unit of Quality Care India Limited),Telangana,HYDERABAD,Nampally,"Third Floor, 5-4-199, 3rd Floor, J.N. Road, Nampally",MBBS,Private,NO,NO,24x7,DL-41-MB/SLA/CLAA/WB,1/1/2012,31-12-2016,0.0,0.0,0
2285,Institute of Preventive Medicine,Telangana,HYDERABAD,Narayana guda,"Public Health Laboratories and Food (Health) Administration, Narayanaguda, Hyderabad",MD (Pathology),Government,YES,NO,24x7,21/HD/AP/95/BB/R,1/1/2012,31-12-2016,17.393915,78.490331,0
2286,M G M H BLOOD BANK (Government Modern Maternity Hospital),Telangana,HYDERABAD,Petlaburj,"Government Modern Maternity Hospital, Opp City College, Petlaburz, Hyderabad
",MD (Pathology),Government,NO,NO,24x7, 01/HD/TS/2015/BSC/G ,6/7/2015,5/7/2017,17.365982,78.464893,0
2287,Rakshita Voluntary Blood Bank,Telangana,HYDERABAD,Putlibowli," H.No.5-1-931, First Floor, Jambagh, Putlibowli","MBBS, DCP",Charity,NO,NO,24x7,20/HYD/AP/2009/BB/G,2/6/2010,2/5/2015,17.381461,78.480605,0
2288,The Govt. Niloufer Hospital Blood Bank,Telangana,HYDERABAD,Red Hills,"Premises of Government Niloufer Hospital, Red Hills, Nampally
",MBBS,Government,NO,NO,24x7,64/HD/AP/97/B/G,21-11-2006,21-11-2011,17.398649,78.461057,0
